prospect_no,loan_disb_date,asset_cost,disb_amt,down_payment,roi,age,is_exist_cust,dist_from_off,is_expat,children,earning_members,yrs_in_curr_resi,source_type,marital_status,gender,applicant_type,locality,accommodation_type,current_residence,veh_own,foir,tenure,vin_in_business,ltv,target,random
17211,28-04-2015,456247,241811,214436,16,43,0,3,0,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,27,228,57,53,0,0.280581636
17212,04-01-2015,402026,188952,213074,18,36,0,5,1,1,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,31,132,69,47,0,0.820135341
17213,24-08-2015,570975,291197,279778,16,44,0,10,1,2,1,1,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,44,216,58,51,0,0.152796527
17214,21-01-2015,1480955,1095907,385048,12,49,0,47,1,3,2,5,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,43,120,36,74,0,0.20111672
17215,27-01-2015,1182856,768856,414000,18,43,0,19,0,1,2,5,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,59,180,24,65,0,0.158428951
17216,30-12-2015,1409081,676359,732722,19,40,0,59,1,3,1,7,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,36,120,77,48,0,0.892715929
17217,31-05-2015,918493,624575,293918,16,45,0,6,0,4,2,3,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,56,240,19,68,0,0.774950147
17218,09-06-2015,1337648,842718,494930,19,40,1,55,1,3,1,6,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,59,180,76,63,0,0.686673593
17219,01-10-2015,1121461,785023,336438,10,60,0,28,1,3,3,6,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,35,120,2,70,1,0.456769769
17220,10-11-2015,1003754,943529,60225,14,46,0,5,0,0,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,29,120,18,94,0,0.467012944
17221,03-02-2015,804752,547231,257521,16,44,1,0,0,3,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,240,18,68,0,0.323466714
17222,25-10-2015,636577,299191,337386,18,40,1,18,0,3,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,50,120,73,47,0,0.300683732
17223,18-10-2015,1006837,765196,241641,14,48,0,5,0,2,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,48,120,18,76,0,0.407597227
17224,25-06-2015,997707,947822,49885,15,46,0,25,1,0,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,59,96,54,95,0,0.787581988
17225,08-04-2015,1161341,1045207,116134,18,44,0,18,0,2,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,216,23,90,1,0.420070356
17226,09-08-2015,580364,278575,301789,16,42,0,11,1,1,1,1,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,66,192,58,48,0,0.833912748
17227,15-02-2015,1512922,998529,514393,20,21,1,32,0,1,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,72,15,66,0,0.378555414
17228,11-04-2015,1314322,1090887,223435,14,53,1,16,1,3,1,9,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,42,84,15,83,0,0.605033936
17229,25-01-2015,1614941,985114,629827,12,50,0,55,1,4,2,6,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,120,37,61,0,0.968765525
17230,18-08-2015,1131355,882457,248898,10,57,0,1,1,1,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,2,78,0,0.198430173
17231,13-02-2015,984943,581116,403827,19,37,0,36,1,2,1,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,56,240,74,59,0,0.081771322
17232,02-04-2015,1275398,956549,318849,15,50,0,,1,3,3,6,direct,,Male,Individual,Middle Class,Apartment,Owned,2,58,240,24,75,0,0.003690618
17233,07-07-2015,1284347,642174,642173,13,45,1,34,0,6,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,84,44,50,0,0.625557315
17234,18-07-2015,1847273,1071418,775855,20,39,1,43,1,3,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,33,84,80,58,0,0.898283459
17235,12-05-2015,1273263,967680,305583,14,54,0,14,0,5,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,120,15,76,0,0.779440193
17236,28-02-2015,1401337,1317257,84080,15,48,0,,1,1,2,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,54,84,53,94,0,0.855431182
17237,22-05-2015,794610,731041,63569,10,46,0,5,1,2,1,2,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,56,144,27,92,0,0.511175254
17238,02-04-2015,1070033,738323,331710,14,46,0,8,1,0,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,41,108,19,69,0,0.346651718
17239,27-05-2015,1247478,686113,561365,17,44,0,52,0,2,1,2,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,240,66,55,0,0.874336381
17240,19-02-2015,964067,472393,491674,14,48,0,3,0,2,2,3,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,54,108,18,49,1,0.516846961
17241,11-04-2015,1615242,904536,710706,14,45,1,51,1,6,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,60,51,56,0,0.257052862
17242,03-07-2015,1637322,720422,916900,12,48,0,57,1,3,2,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,96,38,44,0,0.894649457
17243,24-07-2015,1690816,1082122,608694,12,49,0,60,0,4,2,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,180,36,64,0,0.122671432
17244,12-06-2015,777886,443395,334491,12,44,0,9,1,5,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,192,41,57,0,0.160201629
17245,29-11-2015,1114455,735540,378915,10,58,0,0,0,2,3,6,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,120,9,66,0,0.131077273
17246,25-08-2015,1480883,977383,503500,20,44,0,34,0,3,3,7,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,43,180,30,66,0,0.825649318
17247,09-10-2015,1798678,1115180,683498,20,31,0,52,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,49,132,14,62,0,0.114293042
17248,06-02-2015,894532,670899,223633,19,38,0,31,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,73,75,0,0.733224168
17249,17-02-2015,916972,559353,357619,17,45,0,32,1,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,96,64,61,0,0.626211761
17250,22-07-2015,1160209,881759,278450,13,50,0,8,0,0,4,6,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,31,144,13,76,0,0.783833042
17251,20-06-2015,800785,328322,472463,16,45,0,0,0,4,2,3,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,41,144,18,41,0,0.974600465
17252,25-11-2015,1212235,630362,581873,17,44,0,50,1,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,240,66,52,0,0.601107998
17253,30-06-2015,955657,563838,391819,19,29,1,38,0,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,60,16,59,0,0.117257928
17254,28-03-2015,936318,777144,159174,10,48,0,14,1,3,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,240,29,83,0,0.877398306
17255,17-09-2015,1316944,1014047,302897,14,53,0,16,0,4,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,35,120,14,77,1,0.439378392
17256,27-06-2015,1766123,1042013,724110,16,49,0,8,1,1,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,36,156,48,59,0,0.263835487
17257,17-05-2015,1404245,870632,533613,18,43,0,62,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,96,39,62,0,0.394983024
17258,30-04-2015,1154888,1039399,115489,10,55,0,3,1,0,3,9,channel,Single,Male,Co-App,Below Avg,Townhouses,Rented,1,30,240,14,90,0,0.787862011
17259,23-05-2015,1017816,712471,305345,12,54,0,0,1,5,3,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,132,6,70,0,0.827215939
17260,12-10-2015,1222385,941236,281149,11,60,0,6,0,3,4,14,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,53,180,26,77,0,0.54199779
17261,09-01-2015,1269604,558626,710978,18,43,0,24,0,1,3,5,channel,,Male,Individual,Middle Class,Apartment,Owned,2,45,216,25,44,0,0.000422761
17262,18-07-2015,1583646,1409445,174201,20,27,0,45,1,2,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,144,14,89,0,0.126712666
17263,21-06-2015,789553,513209,276344,10,50,0,5,0,4,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,180,27,65,0,0.985377583
17264,21-09-2015,1311131,1009571,301560,14,51,0,16,1,2,4,9,direct,,Male,Co-App,Below Avg,Villa,Rented,1,45,144,15,77,0,0.00420667
17265,15-12-2015,1326225,954882,371343,19,45,0,26,0,4,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,180,26,72,0,0.461469586
17266,21-11-2015,1098267,900579,197688,14,48,0,10,1,2,2,4,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,35,240,21,82,0,0.431053246
17267,06-06-2015,1331014,878469,452545,19,44,0,27,1,3,3,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,43,180,26,66,0,0.190768039
17268,22-11-2015,1227653,1055782,171871,11,56,0,7,0,0,4,15,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,50,240,26,86,0,0.071905811
17269,08-02-2015,1210524,786841,423683,18,45,0,21,0,4,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,66,180,24,65,0,0.934270857
17270,21-01-2015,1257951,1157315,100636,13,51,1,13,1,1,1,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,38,240,14,92,1,0.102433619
17271,11-05-2015,1217480,791362,426118,11,58,0,8,0,2,4,14,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,180,26,65,0,0.772769441
17272,21-07-2015,1440888,720444,720444,16,49,0,47,1,1,2,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,39,156,59,50,0,0.155595702
17273,11-01-2015,1091825,862542,229283,12,55,0,4,1,6,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,33,240,7,79,0,0.472384263
17274,24-01-2015,1583726,918561,665165,18,45,1,8,1,2,1,3,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,31,72,70,58,0,0.482962117
17275,03-10-2015,1302035,1106730,195305,14,55,0,15,1,6,1,9,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,54,120,15,85,1,0.586334597
17276,08-11-2015,1490307,1147536,342771,20,23,0,1,1,1,1,0,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,65,120,13,77,1,0.187853193
17277,10-04-2015,1034706,972624,62082,14,50,0,6,1,3,2,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,45,120,19,94,0,0.85712724
17278,08-06-2015,1751602,805737,945865,16,48,0,63,1,1,2,4,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,240,52,46,0,0.875669044
17279,10-05-2015,1316588,829450,487138,13,44,1,36,1,5,2,4,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,31,84,44,63,0,0.692342337
17280,03-12-2015,1792549,1183082,609467,20,40,0,11,1,3,1,9,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,32,144,78,66,0,0.09638872
17281,12-04-2015,1120574,537876,582698,15,48,0,31,0,0,1,2,direct,,Male,Individual,Middle Class,Apartment,Owned,2,59,180,54,48,0,0.00929333
17282,15-11-2015,1274494,739207,535287,12,59,1,9,1,2,1,18,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,56,84,43,58,0,0.124090089
17283,09-05-2015,1171101,550417,620684,15,46,1,34,0,0,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,60,54,47,0,0.920295901
17284,11-02-2015,1788845,1055419,733426,14,42,0,60,0,0,2,5,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,156,50,59,0,0.975011683
17285,14-01-2015,772177,586855,185322,14,46,0,13,1,0,1,1,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,58,216,53,76,0,0.820228097
17286,11-09-2015,910763,664857,245906,10,48,0,12,1,3,1,3,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,54,180,29,73,0,0.218625325
17287,08-05-2015,1892529,927339,965190,20,36,0,4,0,1,1,10,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,62,120,79,49,1,0.776805835
17288,12-01-2015,1238982,1003575,235407,12,58,0,7,0,2,4,16,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,216,30,81,0,0.55179399
17289,16-11-2015,1466221,1143652,322569,16,50,0,49,0,1,2,3,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,52,78,0,0.56404226
17290,18-10-2015,618494,494795,123699,18,35,0,18,1,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,30,132,83,80,0,0.511771581
17291,23-07-2015,928743,594396,334347,19,36,0,33,1,1,1,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,44,156,30,64,0,0.769533389
17292,08-10-2015,1513195,680938,832257,16,48,0,51,1,0,2,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,49,180,60,45,0,0.005959945
17293,20-01-2015,1806562,1427184,379378,20,34,0,51,0,3,1,0,direct,,Male,Co-App,Below Avg,Townhouses,Rented,1,49,120,6,79,0,0.040561274
17294,14-11-2015,1421021,667880,753141,18,45,1,63,0,2,1,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,32,60,68,47,0,0.611449237
17295,01-04-2015,1070541,845727,224814,12,51,0,3,1,1,2,5,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,58,240,10,79,1,0.68163807
17296,21-06-2015,1559171,1372070,187101,20,40,0,39,1,3,1,8,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,26,144,78,88,0,0.488286411
17297,27-04-2015,654037,372801,281236,16,44,1,15,0,2,1,1,channel,Married,Male,Individual,Below Avg,Villa,Rented,2,45,60,47,57,0,0.284401262
17298,10-11-2015,1261185,605369,655816,13,51,1,13,0,2,4,8,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,57,60,14,48,0,0.115388722
17299,12-08-2015,1153222,807255,345967,18,43,0,18,1,2,2,5,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,180,23,70,0,0.926631842
17300,19-06-2015,1265854,860781,405073,15,46,0,18,0,0,3,6,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,26,240,24,68,0,0.633905764
17301,11-12-2015,1139201,1048065,91136,11,50,0,26,0,4,1,4,channel,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,40,144,30,92,0,0.590933964
17302,30-08-2015,1124136,843102,281034,17,41,0,45,1,1,1,2,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,50,96,64,75,1,0.660804702
17303,23-05-2015,1180918,944734,236184,11,60,0,4,0,3,1,11,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,45,240,18,80,0,0.296298676
17304,15-08-2015,1585056,824229,760827,18,45,0,17,1,2,1,3,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,45,144,71,52,0,0.65777917
17305,14-04-2015,905768,615922,289846,14,48,0,0,1,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,240,17,68,0,0.088099346
17306,18-08-2015,417839,188028,229811,16,41,1,1,0,1,1,1,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,43,72,58,45,0,0.942691301
17307,20-11-2015,1146259,1054558,91701,15,47,0,12,1,0,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,22,92,0,0.852370632
17308,20-11-2015,1741145,748692,992453,16,46,1,62,0,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,31,72,61,43,0,0.97780808
17309,18-10-2015,1275348,1109553,165795,12,58,1,9,0,2,4,19,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,84,43,87,0,0.554977689
17310,27-08-2015,1336472,1216190,120282,14,53,0,17,0,4,4,9,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,156,16,91,0,0.342968324
17311,16-12-2015,1328647,850334,478313,16,50,0,22,0,3,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,156,26,64,0,0.927769693
17312,19-10-2015,1426854,856112,570742,14,44,1,42,0,5,2,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,56,84,46,60,0,0.160246507
17313,13-03-2015,1129506,745474,384032,11,48,0,26,1,3,1,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,33,216,30,66,0,0.085176268
17314,26-07-2015,1147517,791787,355730,19,29,0,50,0,2,1,0,channel,Married,Male,Individual,Below Avg,Apartment,Owned,2,56,120,11,69,0,0.714495948
17315,25-01-2015,684458,444898,239560,18,29,0,22,0,2,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,41,132,22,65,0,0.707796743
17316,18-02-2015,465879,330774,135105,18,38,1,8,0,2,1,1,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,26,144,71,71,0,0.438228546
17317,01-07-2015,919390,698736,220654,14,48,0,1,1,1,2,3,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,56,108,17,76,1,0.449424259
17318,21-06-2015,1396195,1005260,390935,14,51,0,20,1,1,1,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,156,16,72,1,0.063861141
17319,30-06-2015,1350688,837427,513261,16,49,0,23,0,2,4,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,120,26,62,0,0.854970174
17320,31-12-2015,936317,833322,102995,14,46,0,22,1,0,1,2,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,54,132,52,89,0,0.448719356
17321,08-12-2015,873269,663684,209585,14,47,1,18,0,0,1,2,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,84,50,76,0,0.597952447
17322,31-08-2015,1629682,1042996,586686,12,50,0,56,1,4,2,6,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,66,180,37,64,0,0.751285043
17323,13-04-2015,1060703,774313,286390,12,55,0,22,0,6,3,5,channel,Single,Male,Co-App,Below Avg,Villa,Rented,1,32,228,6,73,0,0.258908643
17324,12-03-2015,1612094,1112345,499749,16,49,1,56,1,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,31,228,59,69,0,0.335432458
17325,04-05-2015,1266622,797972,468650,12,60,0,9,0,3,4,18,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,34,144,38,63,0,0.103267135
17326,29-07-2015,1351566,783908,567658,19,36,0,56,1,1,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,39,144,76,58,0,0.473446578
17327,12-10-2015,751767,503684,248083,10,47,0,3,0,2,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,35,192,27,67,0,0.574552592
17328,03-04-2015,1515876,1440082,75794,20,35,0,44,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,32,144,18,95,0,0.231597094
17329,21-11-2015,831959,465897,366062,18,20,0,31,0,1,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,34,132,82,56,1,0.575190972
17330,04-04-2015,1772141,1541763,230378,20,38,0,39,0,2,1,9,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,52,180,79,87,0,0.29028178
17331,06-09-2015,1788998,930279,858719,16,46,1,65,0,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,47,240,63,52,0,0.607023927
17332,27-11-2015,1160259,614937,545322,19,22,0,51,1,1,1,0,channel,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,49,108,14,53,0,0.37543119
17333,01-10-2015,1257040,804506,452534,12,60,0,8,1,3,4,17,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,156,36,64,0,0.566455605
17334,29-08-2015,1671893,886103,785790,16,49,1,59,1,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,60,62,53,0,0.688661898
17335,28-01-2015,1151720,621929,529791,17,43,0,46,0,2,1,2,direct,,Male,Individual,Middle Class,Apartment,Owned,2,55,240,66,54,0,0.043052199
17336,25-01-2015,895319,680442,214877,16,43,0,4,0,1,2,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,240,19,76,0,0.473154203
17337,16-07-2015,911690,619949,291741,14,50,0,0,0,3,2,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,57,240,17,68,0,0.031799791
17338,11-01-2015,1922538,1076621,845917,16,44,1,1,0,2,1,3,direct,,Male,Individual,Middle Class,Apartment,Owned,2,35,240,7,56,1,0.018766027
17339,04-02-2015,1011559,414739,596820,12,51,0,0,1,2,3,4,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,51,96,4,41,0,0.57104054
17340,23-07-2015,1381548,828929,552619,12,49,0,41,0,4,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,96,35,60,0,0.903725355
17341,11-04-2015,1495939,927482,568457,16,48,0,6,1,2,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,57,96,29,62,0,0.89683315
17342,24-07-2015,384750,246240,138510,18,32,0,5,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,65,144,24,64,0,0.237200324
17343,01-11-2015,1124262,966865,157397,15,49,0,11,0,2,3,5,direct,Married,Male,Individual,Below Avg,Apartment,Owned,2,54,96,14,86,0,0.341217168
17344,05-09-2015,1304424,756566,547858,13,45,1,35,0,6,2,4,direct,Single,Female,Individual,Posh,Townhouses,Relatives,0,51,84,44,58,0,0.231988823
17345,01-06-2015,1498892,959291,539601,20,43,0,35,1,1,3,7,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,59,168,30,64,0,0.162874177
17346,02-02-2015,1150335,609678,540657,17,42,1,46,1,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,45,84,67,53,0,0.725507909
17347,24-06-2015,1359357,1033111,326246,14,51,0,18,1,1,1,10,direct,,Male,Individual,Middle Class,Apartment,Owned,2,47,240,16,76,0,0.02272997
17348,29-10-2015,1278131,1086411,191720,19,39,0,52,0,3,1,6,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,31,240,76,85,0,0.111269361
17349,03-02-2015,1354644,961797,392847,14,55,0,18,1,5,4,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,156,16,71,0,0.619165724
17350,18-03-2015,1100467,594252,506215,10,58,1,0,0,2,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,0,45,156,0,54,0,0.91908896
17351,02-12-2015,1271550,1093533,178017,15,48,0,19,1,1,3,6,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,36,240,24,86,0,0.481377457
17352,27-10-2015,1081114,973003,108111,12,52,0,4,1,2,3,5,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,46,240,9,90,0,0.750160554
17353,02-05-2015,1154290,496345,657945,10,55,0,2,1,0,3,9,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,34,240,14,43,0,0.791832364
17354,07-09-2015,1287058,682141,604917,11,49,0,35,1,4,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,96,32,53,1,0.779777331
17355,26-07-2015,303831,154954,148877,18,20,0,0,1,1,1,0,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,1,57,144,79,51,0,0.291003888
17356,10-02-2015,1572233,849006,723227,18,44,0,8,1,2,1,3,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,58,228,70,54,0,0.58553193
17357,24-08-2015,1009071,726531,282540,12,55,0,0,1,5,3,4,direct,Single,Female,Individual,Above Avg,Townhouses,Relatives,0,45,120,5,72,0,0.603913926
17358,29-01-2015,1049328,535157,514171,19,38,1,40,0,2,1,4,direct,Single,Male,Co-App,Below Avg,Villa,Rented,1,59,84,74,51,0,0.090151875
17359,15-11-2015,589624,465803,123821,16,45,0,11,1,2,1,1,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,44,216,60,79,0,0.696792318
17360,26-07-2015,1709074,769083,939991,16,50,1,54,1,1,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,48,72,62,45,0,0.593194493
17361,15-06-2015,1268251,621443,646808,12,57,0,9,0,1,1,18,direct,Single,Male,Co-App,Above Avg,Townhouses,Rented,1,37,96,41,49,0,0.706528544
17362,29-07-2015,1063188,680440,382748,11,48,0,22,1,3,1,3,direct,Single,Male,Co-App,Above Avg,Townhouses,Relatives,1,57,156,30,64,1,0.449324648
17363,03-12-2015,1373066,1002338,370728,14,50,0,19,1,0,1,10,channel,Single,Female,Individual,Posh,Townhouses,Relatives,0,51,120,16,73,0,0.954056546
17364,29-06-2015,1127828,1060158,67670,18,45,0,16,1,3,2,5,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,45,96,82,94,0,0.771316289
17365,17-04-2015,1650943,1089622,561321,16,47,0,58,0,0,2,4,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,132,52,66,0,0.267034776
17366,23-07-2015,817883,678843,139040,10,50,0,7,0,4,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Rented,2,54,180,27,83,0,0.468083037
17367,09-07-2015,990426,782437,207989,17,43,0,36,0,1,1,2,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,64,96,63,79,1,0.171050318
17368,23-11-2015,1248487,774062,474425,12,56,0,8,1,0,4,16,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,56,120,34,62,0,0.488589338
17369,03-08-2015,1735595,1319052,416543,20,22,1,10,1,1,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Owned,2,51,60,5,76,0,0.506837243
17370,27-09-2015,1396434,977504,418930,14,54,0,20,0,5,4,10,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,41,156,16,70,0,0.245966287
17371,02-10-2015,1256006,942005,314001,12,55,0,8,1,0,4,17,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,57,144,36,75,0,0.25870878
17372,20-08-2015,1470002,1337702,132300,16,50,0,29,1,3,4,8,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,39,228,28,91,0,0.315495779
17373,02-04-2015,687692,632677,55015,16,44,0,17,1,2,1,1,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,59,144,60,92,0,0.658104671
17374,29-07-2015,1854645,1483716,370929,20,39,0,,1,3,1,10,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,46,144,17,80,0,0.68944716
17375,01-04-2015,952040,447459,504581,19,32,0,38,0,3,1,0,direct,Married,Male,Individual,Below Avg,Villa,Rented,2,45,156,17,47,1,0.195973569
17376,16-06-2015,1254439,953374,301065,19,20,0,56,0,1,1,0,channel,Married,Male,Individual,Middle Class,Apartment,Rented,2,37,144,17,76,0,0.235067978
17377,05-05-2015,1342707,1020457,322250,14,54,1,17,1,4,1,9,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,54,240,16,76,0,0.500514522
17378,08-01-2015,1487458,1115594,371864,20,34,0,32,0,3,1,0,direct,Married,Male,Individual,Middle Class,Apartment,Owned,2,43,240,6,75,0,0.135396984
